index,NCT,Sponsor,Start_Year,Start_Month,Phase,Enrollment,Status,Condition
8845,NCT02658435,GSK,2016,2,Phase 1,486,Completed,"Malaria, Vivax"
8846,NCT00992160,GSK,2009,5,Phase 2,161,Completed,Sleep Wake Disorders
8847,NCT00057330,GSK,2003,1,Phase 3,8323,Completed,Herpes Simplex
8848,NCT01928914,GSK,2011,7,Phase 1,260,Completed,"Malaria, Vivax"
8849,NCT00404586,GSK,2006,9,Phase 1,45,Completed,"Rhinitis, Allergic, Perennial"
8850,NCT00197119,GSK,2004,5,Phase 3,244,Completed,Hepatitis B
8851,NCT00938184,GSK,2009,7,Phase 1,18,Completed,Depressive Disorder
8852,NCT02301962,GSK,2015,7,Phase 4,58,Recruiting,Colorectal Neoplasms
8853,NCT00380393,GSK,2007,1,Phase 2,894,Completed,Malaria
8854,NCT00256919,GSK,2005,11,Phase 2,51,Completed,"Arthritis, Rheumatoid"
8855,NCT02837380,GSK,2016,9,Phase 1,16,Completed,"Pulmonary Disease, Chronic Obstructive"
8856,NCT00437164,GSK,2006,9,Phase 2,1,Terminated,"Diabetes Mellitus, Type 2"
8857,NCT02513654,GSK,2015,9,Phase 1,16,Completed,Bipolar Disorder
8858,NCT01938508,GSK,2013,5,Phase 1,28,Completed,Skin Diseases
8859,NCT02647281,GSK,2015,12,Phase 1,56,Completed,Hepatitis B
8860,NCT01561976,GSK,2012,1,,30,Completed,"Diabetes Mellitus, Type 2"
8861,NCT00390143,GSK,2007,2,Phase 2,46,Completed,Meningococcal Infections
8862,NCT02207452,GSK,2010,8,Phase 1,11,Completed,"Pulmonary Disease, Chronic Obstructive"
8863,NCT00495274,GSK,2007,7,Phase 1,16,Completed,Sleep Initiation and Maintenance Disorders
8864,NCT00280436,GSK,2006,1,Phase 2,122,Completed,Sleep Initiation and Maintenance Disorders
8865,NCT00938392,GSK,2009,7,Phase 3,726,Completed,"Influenza, Human"
8866,NCT00321763,GSK,2006,4,Phase 2,3124,Completed,"Influenza, Human"
8867,NCT01648179,GSK,2012,3,Phase 1,24,Completed,Bacterial Infections
8868,NCT01782664,GSK,2013,3,Phase 2,68,Completed,Psoriasis
8869,NCT00329459,GSK,2006,5,Phase 3,320,Completed,Migraine Disorders
8870,NCT00540878,GSK,2007,4,Phase 1,25,Completed,Osteoporosis
8871,NCT00460564,GSK,2007,5,Phase 3,109,Completed,Stroke
8872,NCT02195349,GSK,2014,7,Phase 1,18,Completed,Psoriasis
8873,NCT02447952,GSK,2015,6,,25,Completed,Amyotrophic Lateral Sclerosis
8874,NCT02570126,GSK,2015,11,Phase 3,1236,Completed,Virus Diseases
8875,NCT00793468,GSK,2008,12,Phase 2,0,Withdrawn,Substance-Related Disorders
8876,NCT00366366,GSK,2001,9,Phase 3,150,Completed,Hepatitis B
8877,NCT01894386,GSK,2013,7,Phase 1,48,Completed,"Pulmonary Disease, Chronic Obstructive"
8878,NCT00549653,GSK,2007,10,Phase 1,44,Completed,Atherosclerosis
8879,NCT00468689,GSK,2007,4,Phase 1,15,Completed,Osteoporosis
8880,NCT02135666,GSK,2015,5,Phase 4,0,Withdrawn,Hepatitis B
8881,NCT00085904,GSK,2004,4,Phase 1,12,Completed,Lymphoma
8882,NCT02555371,GSK,2016,1,Phase 3,297,Recruiting,Asthma
8883,NCT02204371,GSK,2015,2,Phase 2,7,Terminated,"Telangiectasia, Hereditary Hemorrhagic"
8884,NCT01498653,GSK,2012,1,Phase 3,313,Completed,Asthma
8885,NCT00290355,GSK,2002,5,Phase 2,182,Completed,Lung Neoplasms
8886,NCT02699099,GSK,2017,5,Phase 3,721,"Active, not recruiting",Malaria
8887,NCT00196950,GSK,2003,9,Phase 2,50,Completed,Meningococcal Infections
8888,NCT01648192,GSK,2012,7,Phase 1,20,Completed,Acute Coronary Syndrome
8889,NCT00268203,GSK,1998,9,Phase 2,765,Completed,"Lymphoma, Non-Hodgkin"
8890,NCT00334568,GSK,2004,12,Phase 2,12,Terminated,Alzheimer Disease
8891,NCT00314860,GSK,2006,2,Phase 3,568,Completed,Restless Legs Syndrome
8892,NCT01466348,GSK,2011,2,Phase 4,72,Completed,Common Cold
8893,NCT01916226,GSK,2013,8,Phase 4,682,Completed,"Rhinitis, Allergic, Perennial"
8894,NCT03652610,GSK,2018,9,Phase 2,972,Recruiting,Meningococcal Infections
8895,NCT01762800,GSK,2013,2,Phase 4,407,Completed,"Pulmonary Disease, Chronic Obstructive"
8896,NCT00823836,GSK,2009,3,Phase 3,302,Completed,Parkinson Disease
8897,NCT01195779,GSK,2010,9,Phase 2,4,Terminated,"Influenza, Human"
8898,NCT02498288,GSK,2013,5,Phase 1,36,Completed,Acne Vulgaris
8899,NCT01195792,GSK,2010,9,Phase 2,60,Completed,Hyperphagia
8900,NCT00950833,GSK,2009,8,Phase 3,466,Completed,Streptococcal Infections
8901,NCT01611805,GSK,2010,7,Phase 1,30,Completed,Crohn Disease
8902,NCT00828750,GSK,2008,5,Phase 3,19,Completed,"Purpura, Thrombocytopenic, Idiopathic"
8903,NCT00111787,GSK,2005,4,Phase 2,49,Completed,Breast Neoplasms
8904,NCT00289770,GSK,2004,11,Phase 3,50,Completed,Hepatitis B
8905,NCT00517673,GSK,2007,7,Phase 1,68,Completed,Bacterial Infections
8906,NCT02802501,GSK,2018,4,Phase 3,150,Recruiting,"Malaria, Vivax"
8907,NCT00321373,GSK,2006,5,Phase 2,1220,Completed,"Influenza, Human"
8908,NCT01045564,GSK,2011,1,Phase 2,0,Withdrawn,"Influenza, Human"
8909,NCT00268983,GSK,2004,10,Phase 3,14,Completed,"Lymphoma, Non-Hodgkin"
8910,NCT00397943,GSK,2006,11,Phase 2,110,Completed,Tuberculosis
8911,NCT00296491,GSK,2005,9,Phase 4,725,Completed,Asthma
8912,NCT03355820,GSK,2018,2,Phase 3,228,Completed,Cervical Intraepithelial Neoplasia
8913,NCT00698893,GSK,1992,5,Phase 1,16,Completed,Herpes Simplex
8914,NCT02422264,GSK,2016,1,Phase 4,601,Completed,Tetanus
8915,NCT00721812,GSK,2008,9,Phase 1,87,Completed,Inflammatory Bowel Diseases
8916,NCT00460148,GSK,2007,4,Phase 2,28,Completed,Parkinson Disease
8917,NCT01424423,GSK,2010,2,Phase 1,3,Terminated,Multiple Sclerosis
8918,NCT01059617,GSK,2010,2,Phase 1,133,Completed,"Influenza, Human"
8919,NCT01381549,GSK,2011,6,Phase 2,20,Terminated,Urinary Tract Infections
8920,NCT00169416,GSK,2005,3,Phase 3,43,Completed,Chickenpox
8921,NCT00347009,GSK,2005,5,Phase 4,155,Completed,Fibrosis
8922,NCT00127023,GSK,2005,5,Phase 3,944,Completed,Mumps
8923,NCT00674635,GSK,2008,4,Phase 2,135,Completed,"Arthritis, Rheumatoid"
8924,NCT01165138,GSK,2010,8,Phase 3,612,Completed,Asthma
8925,NCT03202004,GSK,2018,1,Phase 3,0,Withdrawn,Psoriasis
8926,NCT01920568,GSK,2013,8,Phase 3,487,Completed,"Fractures, Bone"
8927,NCT00257569,GSK,2005,8,Phase 3,278,Completed,"Dermatitis, Atopic"
8928,NCT00197093,GSK,2004,9,Phase 1,60,Completed,Schizophrenia
8929,NCT00765076,GSK,2008,10,Phase 3,192,Completed,"Influenza, Human"
8930,NCT01636713,GSK,2012,7,Phase 3,581,Completed,"Pulmonary Disease, Chronic Obstructive"
8931,NCT01495000,GSK,2012,1,Phase 3,250,Completed,"Osteoporosis, Postmenopausal"
8932,NCT00355342,GSK,2004,4,Phase 4,186,Completed,"Pulmonary Disease, Chronic Obstructive"
8933,NCT01673529,GSK,2012,7,Phase 1,16,Completed,"Dermatitis, Atopic"
8934,NCT00430781,GSK,2006,11,Phase 2,228,Completed,Uterine Neoplasms
8935,NCT00361959,GSK,2003,6,Phase 4,1270,Completed,"Pulmonary Disease, Chronic Obstructive"
8936,NCT01803399,GSK,2014,8,Phase 1,0,Withdrawn,Bacterial Infections
8937,NCT00256893,GSK,2004,11,Phase 2,164,Completed,Fibromyalgia
8938,NCT02631538,GSK,2016,2,Phase 2,79,"Active, not recruiting",Sjogren's Syndrome
8939,NCT00268996,GSK,2005,11,Phase 2,336,Completed,Atherosclerosis
8940,NCT01938482,GSK,2013,10,Phase 1,55,Completed,Acne Vulgaris
8941,NCT00331149,GSK,2006,6,Phase 3,343,Completed,Parkinson Disease
8942,NCT01424436,GSK,2010,5,Phase 1,19,Completed,Alzheimer Disease
8943,NCT01691547,GSK,2012,12,Phase 1,44,Completed,"Pulmonary Disease, Chronic Obstructive"
8944,NCT02802514,GSK,2016,9,Phase 4,4,Terminated,Diabetes Mellitus
8945,NCT00257582,GSK,2005,8,Phase 3,60,Completed,Pruritus
8946,NCT00887367,GSK,2008,9,Phase 1,20,Completed,Substance-Related Disorders
8947,NCT00240565,GSK,2004,4,Phase 2,93,Completed,"Lymphoma, Non-Hodgkin"
8948,NCT00128661,GSK,2004,6,Phase 3,7466,Completed,Uterine Cervical Neoplasms
8949,NCT00354510,GSK,2006,3,Phase 2,190,Completed,"Dermatitis, Atopic"
8950,NCT00324961,GSK,2006,1,Phase 4,533,Completed,Hepatitis B
8951,NCT00397215,GSK,2006,11,Phase 2,437,Completed,"Influenza, Human"
8952,NCT01161160,GSK,2010,7,Phase 2,209,Completed,"Influenza, Human"
8953,NCT00406757,GSK,2006,8,Phase 1,13,Completed,Lymphoma
8954,NCT03020745,GSK,2017,2,Phase 2,150,Recruiting,Hepatitis
8955,NCT00432380,GSK,2007,3,Phase 2,375,Completed,Rotavirus Infections
8956,NCT01657851,GSK,2012,8,Phase 1,35,Completed,Prostatic Hyperplasia
8957,NCT00989612,GSK,2009,10,Phase 2,100,Completed,"Influenza, Human"
8958,NCT01153893,GSK,2010,10,Phase 3,105,Completed,Streptococcal Infections
8959,NCT01342926,GSK,2011,6,Phase 2,191,Completed,Geographic Atrophy
8960,NCT00567424,GSK,2006,7,Phase 2,0,Withdrawn,Epilepsy
8961,NCT00510874,GSK,2007,7,Phase 1,780,Completed,"Influenza, Human"
8962,NCT00102739,GSK,2005,2,Phase 2,99,Completed,"Purpura, Thrombocytopenic, Idiopathic"
8963,NCT01362348,GSK,2011,7,Phase 2,19,Terminated,Macular Degeneration
8964,NCT02868281,GSK,2016,8,Phase 4,528,Recruiting,Bronchial Diseases
8965,NCT01788228,GSK,2013,3,Phase 3,50,Completed,"Influenza, Human"
8966,NCT00268216,GSK,2000,9,Phase 3,6228,Completed,"Pulmonary Disease, Chronic Obstructive"
8967,NCT01949051,GSK,2013,10,Phase 2,78,Completed,"Rhinitis, Allergic, Perennial"
8968,NCT02880852,GSK,2017,1,Phase 1,20,Completed,"Lupus Erythematosus, Systemic"
8969,NCT00972517,GSK,2009,9,Phase 3,245,Completed,"Influenza, Human"
8970,NCT02504671,GSK,2015,7,Phase 2,222,Completed,"Arthritis, Rheumatoid"
8971,NCT00549120,GSK,2007,8,Phase 1,18,Completed,"Pulmonary Disease, Chronic Obstructive"
8972,NCT02000804,GSK,2013,10,Phase 1,24,Completed,Atherosclerosis
8973,NCT00316680,GSK,2006,3,Phase 3,288,Terminated,Hepatitis B
8974,NCT02377349,GSK,2015,10,Phase 4,688,Completed,Diphtheria
8975,NCT01573624,GSK,2012,4,Phase 2,421,Completed,Asthma
8976,NCT00363545,GSK,2006,9,Phase 3,1274,Completed,Rotavirus Infections
8977,NCT01031186,GSK,2009,11,Phase 1,20,Completed,Anxiety Disorders
8978,NCT01696604,GSK,2012,9,Phase 1,17,Completed,Cachexia
8979,NCT01571999,GSK,2012,3,Phase 1,17,Completed,"Pulmonary Disease, Chronic Obstructive"
8980,NCT01244984,GSK,2010,7,Phase 3,243,Completed,Asthma
8981,NCT00158782,GSK,2004,9,Phase 1,75,Completed,"Carcinoma, Renal Cell"
8982,NCT00354666,GSK,2004,9,Phase 2,20,Completed,"Pulmonary Disease, Chronic Obstructive"
8983,NCT02953808,GSK,2016,11,Phase 1,18,Completed,Amyloidosis
8984,NCT00280423,GSK,2006,1,Phase 2,342,Completed,Sleep Initiation and Maintenance Disorders
8985,NCT01287065,GSK,2010,10,Phase 2,26,Completed,Respiratory Aspiration
8986,NCT02750930,GSK,2016,10,Phase 4,8,Terminated,"Diabetes Mellitus, Type 2"
8987,NCT01457547,GSK,2003,10,Phase 4,494,Completed,Hepatitis B
8988,NCT03089879,GSK,2017,3,Phase 1,35,Completed,"Dysentery, Bacillary"
8989,NCT03162614,GSK,2017,5,Phase 1/Phase 2,154,Completed,Malaria
8990,NCT01767428,GSK,2010,4,Phase 1,30,Completed,Headache Disorders
8991,NCT02705716,GSK,2016,3,,409,Completed,Dentin Sensitivity
8992,NCT00421707,GSK,2006,10,Phase 2,133,Completed,Irritable Bowel Syndrome
8993,NCT00603278,GSK,2007,12,Phase 2,622,Completed,Asthma
8994,NCT01751165,GSK,2013,3,Phase 3,354,Completed,Herpes Zoster
8995,NCT00279045,GSK,2000,1,Phase 3,4426,Completed,"Diabetes Mellitus, Type 2"
8996,NCT00725283,GSK,2008,10,Phase 1,34,Completed,"Leukemia, Myeloid, Acute"
8997,NCT00711126,GSK,2008,10,Phase 1,9,Completed,"Pulmonary Disease, Chronic Obstructive"
8998,NCT00749359,GSK,2008,7,Phase 1,166,Completed,Depressive Disorder
8999,NCT00158769,GSK,2005,3,Phase 1,16,Completed,Sepsis
9000,NCT02397915,GSK,2015,3,Phase 4,300,Completed,"Rhinitis, Allergic, Perennial"
9001,NCT00708305,GSK,2008,6,Phase 3,65,Completed,Dental Caries
9002,NCT00718666,GSK,2008,10,Phase 2,387,Completed,Meningococcal Infections
9003,NCT00603252,GSK,2008,1,Phase 4,213,Completed,Hepatitis B
9004,NCT01055600,GSK,2013,3,Phase 4,0,Withdrawn,Thrombocytopenia
9005,NCT00373542,GSK,2006,10,Phase 4,39,Completed,Restless Legs Syndrome
9006,NCT02301975,GSK,2015,3,Phase 3,1526,Completed,Asthma
9007,NCT00133874,GSK,2005,4,Phase 3,520,Completed,Bacterial Infections
9008,NCT01231464,GSK,2009,9,Phase 3,365,Completed,"Rhinitis, Allergic, Perennial"
9009,NCT00372112,GSK,2006,11,Phase 2,68,Completed,"Pulmonary Disease, Chronic Obstructive"
9010,NCT00197132,GSK,2002,10,Phase 3,18,Completed,Insulin Resistance
9011,NCT01424540,GSK,2011,9,Phase 1,20,Completed,Hepatitis C
9012,NCT00133848,GSK,2005,4,Phase 3,210,Completed,Impetigo
9013,NCT02215096,GSK,2014,11,Phase 1,64,Recruiting,Prostatic Neoplasms
9014,NCT03207750,GSK,2017,9,Phase 3,1281,"Active, not recruiting",Rotavirus Infections
9015,NCT00808093,GSK,2008,5,Phase 1,30,Completed,Dyslipidemias
9016,NCT02242643,GSK,2014,10,Phase 3,2432,Completed,"Influenza, Human"
9017,NCT01035645,GSK,2010,1,Phase 1,78,Completed,Inflammatory Bowel Diseases
9018,NCT01494532,GSK,2012,4,Phase 4,352,Completed,Parkinson Disease
9019,NCT01767402,GSK,2003,10,Phase 1,150,Completed,Pneumococcal Infections
9020,NCT00428090,GSK,2007,2,Phase 3,862,Completed,Alzheimer Disease
9021,NCT00306644,GSK,2002,5,Phase 4,556,Completed,"Diabetes Mellitus, Type 2"
9022,NCT00698516,GSK,2008,7,Phase 2,50,Completed,Lung Neoplasms
9023,NCT00699608,GSK,2008,7,Phase 3,91,Completed,Sleep Initiation and Maintenance Disorders
9024,NCT01762787,GSK,2010,8,Phase 1,40,Completed,Inflammation
9025,NCT00273026,GSK,2004,11,Phase 4,680,Terminated,Asthma
9026,NCT00092274,GSK,2004,9,Phase 1/Phase 2,0,Withdrawn,"Lymphoma, Follicular"
9027,NCT02446483,GSK,2014,3,Phase 4,60,Completed,Gastrointestinal Diseases
9028,NCT00139815,GSK,2003,4,Phase 3,20078,Completed,Thromboembolism
9029,NCT00684671,GSK,2008,5,Phase 4,506,Completed,Hepatitis A
9030,NCT00370513,GSK,2006,12,Phase 1,28,Completed,"Carcinoma, Hepatocellular"
9031,NCT00404963,GSK,2006,10,Phase 1,72,Completed,"Diabetes Mellitus, Type 2"
9032,NCT00332046,GSK,2006,1,Phase 1,57,Completed,"Phobia, Social"
9033,NCT00111800,GSK,2005,4,Phase 2,375,Completed,"Diabetes Mellitus, Type 2"
9034,NCT00612820,GSK,2008,1,Phase 2,55,Completed,"Rhinitis, Allergic, Seasonal"
9035,NCT03474081,GSK,2018,3,Phase 4,1041,Recruiting,"Pulmonary Disease, Chronic Obstructive"
9036,NCT01934127,GSK,2013,8,Phase 1,427,Completed,"Influenza, Human"
9037,NCT00290342,GSK,2006,1,Phase 3,458,Completed,Diphtheria
9038,NCT01360398,GSK,2011,6,,152,Completed,Respiration Disorders
9039,NCT02925546,GSK,2016,10,Phase 1,18,Completed,Heart Failure
9040,NCT00964405,GSK,2008,9,Phase 1,28,Completed,"Pulmonary Disease, Chronic Obstructive"
9041,NCT00609596,GSK,2008,2,Phase 1,24,Completed,Prostatic Hyperplasia
9042,NCT01153932,GSK,2010,9,Phase 2,53,Completed,Muscular Dystrophies
9043,NCT03361774,GSK,2018,10,Phase 2,60,Not yet recruiting,Dentin Sensitivity
9044,NCT00976820,GSK,2009,10,Phase 2,323,Completed,"Influenza, Human"
9045,NCT00338351,GSK,2006,4,Phase 2,240,Completed,Hepatitis A
9046,NCT00420745,GSK,2007,1,Phase 3,1009,Completed,Rotavirus Infections
9047,NCT00742144,GSK,2008,9,Phase 1,6,Completed,Lymphoma
9048,NCT03034915,GSK,2017,6,Phase 4,2696,Completed,"Pulmonary Disease, Chronic Obstructive"
9049,NCT03045861,GSK,2017,3,Phase 2,33,Completed,HIV Infections
9050,NCT01949090,GSK,2013,9,Phase 2,363,Completed,"Influenza, Human"
9051,NCT00499707,GSK,2003,10,Phase 3,453,Completed,"Diabetes Mellitus, Type 2"
9052,NCT00463697,GSK,2007,4,Phase 1,20,Completed,"Pulmonary Disease, Chronic Obstructive"
9053,NCT00519649,GSK,2007,8,Phase 4,301,Completed,Hepatitis
9054,NCT00478738,GSK,2007,6,Phase 2,82,Completed,"Pulmonary Disease, Chronic Obstructive"
9055,NCT00996268,GSK,2009,10,Phase 1,46,Completed,Cardiovascular Diseases
9056,NCT02965599,GSK,2016,12,Phase 2,3,Terminated,"Arthritis, Rheumatoid"
9057,NCT00533507,GSK,2007,9,Phase 3,230,Completed,Rotavirus Infections
9058,NCT01110200,GSK,2010,4,Phase 4,639,Completed,"Pulmonary Disease, Chronic Obstructive"
9059,NCT00539994,GSK,2007,9,Phase 2,57,Completed,Bacterial Infections
9060,NCT00619424,GSK,2007,11,Phase 1,58,Completed,"Carcinoma, Non-Small-Cell Lung"
9061,NCT01772147,GSK,2013,1,Phase 3,608,Completed,"Pulmonary Disease, Chronic Obstructive"
9062,NCT02177734,GSK,2016,3,Phase 1,0,Withdrawn,"Influenza, Human"
9063,NCT00363194,GSK,2006,9,Phase 1,28,Completed,"Carcinoma, Renal Cell"
9064,NCT00343278,GSK,2005,7,Phase 4,18,Completed,Virus Diseases
9065,NCT01431950,GSK,2011,9,Phase 3,238,Completed,Asthma
9066,NCT02586506,GSK,2015,10,Phase 4,259,Completed,Asthma
9067,NCT01381562,GSK,2011,10,Phase 2,15,Terminated,Infection
9068,NCT02020889,GSK,2014,2,Phase 3,136,Completed,Churg-Strauss Syndrome
9069,NCT01345253,GSK,2011,5,Phase 3,709,Completed,"Lupus Erythematosus, Systemic"
9070,NCT01516450,GSK,2011,12,Phase 1,16,Completed,"Lupus Erythematosus, Systemic"
9071,NCT01938456,GSK,2013,10,Phase 1,0,Withdrawn,Lung Neoplasms
9072,NCT03151395,GSK,2017,8,,200,Recruiting,Respiratory Tract Diseases
9073,NCT01424384,GSK,2008,9,Phase 1,54,Completed,Anxiety Disorders
9074,NCT00515502,GSK,2007,6,Phase 2,24,Completed,"Pulmonary Disease, Chronic Obstructive"
9075,NCT00824356,GSK,2008,6,Phase 2,54,Completed,"Rhinitis, Allergic"
9076,NCT00964028,GSK,2009,12,Phase 3,50,Completed,Diphtheria
9077,NCT00971425,GSK,2009,9,Phase 3,145,Completed,"Influenza, Human"
9078,NCT02522299,GSK,2015,11,Phase 2,44,Completed,Chronic Disease
9079,NCT01037127,GSK,2009,11,Phase 2,97,Completed,Melanoma
9080,NCT00109486,GSK,2005,4,Phase 3,56,Completed,"Rhinitis, Allergic, Perennial"
9081,NCT03276962,GSK,2017,9,Phase 2,1500,"Active, not recruiting",Malaria
9082,NCT00699231,GSK,1992,2,Phase 1,30,Completed,Hepatitis B
9083,NCT01128946,GSK,2009,11,Phase 4,83,Completed,Dental Caries
9084,NCT00257595,GSK,2005,8,Phase 3,30,Completed,"Rhinitis, Allergic, Perennial"
9085,NCT00363142,GSK,2006,5,Phase 3,211,Completed,HIV Infections
9086,NCT00479427,GSK,2007,7,Phase 2,1,Completed,Osteoarthritis
9087,NCT00332319,GSK,2006,1,Phase 2,1,Terminated,"Urinary Bladder, Overactive"
9088,NCT01920594,GSK,2013,10,Phase 2,57,Completed,Aneurysm
9089,NCT00337922,GSK,2006,7,Phase 4,8,Completed,HIV Infections
9090,NCT02469298,GSK,2015,6,Phase 2,45,Completed,Virus Diseases
9091,NCT00241644,GSK,2005,10,Phase 3,2089,Completed,Rotavirus Infections
9092,NCT00398125,GSK,2006,11,Phase 2,30,Completed,Infection
9093,NCT03555890,GSK,2018,5,Phase 1,72,Completed,Rhinitis
9094,NCT00671216,GSK,2008,5,Phase 1,16,Completed,"Pulmonary Disease, Chronic Obstructive"
9095,NCT00500331,GSK,2007,1,Phase 2,334,Completed,"Diabetes Mellitus, Type 2"
9096,NCT01021553,GSK,2009,12,Phase 2,77,Completed,Premature Ejaculation
9097,NCT01098539,GSK,2010,5,Phase 3,507,Completed,"Diabetes Mellitus, Type 2"
9098,NCT00469378,GSK,2007,7,Phase 2,46,Completed,Multiple Sclerosis
9099,NCT01114503,GSK,2010,7,Phase 2,2,Terminated,Graves Ophthalmopathy
9100,NCT00504816,GSK,2007,4,Phase 1,22,Completed,"Diabetes Mellitus, Type 2"
9101,NCT01051063,GSK,2009,12,Phase 1,17,Completed,"Leukemia, Myeloid, Acute"
9102,NCT01445587,GSK,2011,11,Phase 2,0,Withdrawn,"Neoplasms, Plasma Cell"
9103,NCT01899703,GSK,2014,3,Phase 2,22,Completed,Liver Cirrhosis
9104,NCT01236040,GSK,2010,11,Phase 1,521,Completed,"Influenza, Human"
9105,NCT01738477,GSK,2013,1,Phase 3,165,Completed,Diphtheria
9106,NCT01498679,GSK,2012,1,Phase 3,311,Completed,Asthma
9107,NCT01984801,GSK,2013,10,Phase 1,54,Completed,Acne Vulgaris
9108,NCT00549679,GSK,2007,10,Phase 2,104,Completed,"Pulmonary Disease, Chronic Obstructive"
9109,NCT01485172,GSK,2012,1,Phase 4,186,Completed,Parkinson Disease
9110,NCT00097331,GSK,2004,9,Phase 2,261,Completed,"Multiple Sclerosis, Relapsing-Remitting"
9111,NCT00764790,GSK,2008,10,Phase 3,3317,Completed,"Influenza, Human"
9112,NCT00823940,GSK,2009,1,Phase 1,42,Completed,"Diabetes Mellitus, Type 2"
9113,NCT02446496,GSK,2014,3,Phase 4,24,Completed,Urinary Tract Infections
9114,NCT00674583,GSK,2008,5,Phase 3,414,Completed,Meningococcal Infections
9115,NCT02603172,GSK,2016,5,Phase 1,18,Terminated,Amyloidosis
9116,NCT01648153,GSK,2012,8,Phase 2,37,Completed,Diabetes Mellitus
9117,NCT01328444,GSK,2011,3,Phase 3,349,Completed,"Pulmonary Disease, Chronic Obstructive"
9118,NCT00527605,GSK,2007,10,Phase 3,253,Completed,Prostatic Hyperplasia
9119,NCT02006537,GSK,2014,1,Phase 1,28,Completed,"Pulmonary Disease, Chronic Obstructive"
9120,NCT00102882,GSK,2004,10,Phase 4,547,Completed,Asthma
9121,NCT00884533,GSK,2009,6,Phase 1,0,Withdrawn,Alzheimer Disease
9122,NCT02465515,GSK,2015,7,Phase 4,9574,Completed,Diabetes Mellitus
9123,NCT03261167,GSK,2017,8,Phase 3,124,"Active, not recruiting",Stroke
9124,NCT00300963,GSK,2004,12,Phase 2,275,Completed,Schizophrenia
9125,NCT00474513,GSK,2007,3,Phase 1,5,Completed,Dementia
9126,NCT00611455,GSK,2008,1,Phase 3,265,Terminated,"Arthritis, Rheumatoid"
9127,NCT02014480,GSK,2013,2,Phase 3,207,Completed,"Pulmonary Disease, Chronic Obstructive"
9128,NCT00296530,GSK,2005,9,Phase 4,600,Completed,Asthma
9129,NCT02903966,GSK,2016,12,Phase 2,36,Recruiting,"Colitis, Ulcerative"
9130,NCT00307567,GSK,2005,11,Phase 2,689,Completed,Hepatitis B
9131,NCT01577680,GSK,2012,3,Phase 1,18,Completed,"Pulmonary Disease, Chronic Obstructive"
9132,NCT00506350,GSK,2007,8,Phase 2,350,Completed,"Influenza, Human"
9133,NCT03041025,GSK,2017,6,Phase 1/Phase 2,40,Recruiting,"Scleroderma, Systemic"
9134,NCT00158756,GSK,2005,9,Phase 3,308,Completed,Hepatitis B
9135,NCT00334152,GSK,2006,3,Phase 3,515,Completed,Postoperative Nausea and Vomiting
9136,NCT00268177,GSK,2002,10,Phase 3,130,Completed,"Pulmonary Disease, Chronic Obstructive"
9137,NCT00511823,GSK,2007,7,Phase 1,16,Completed,Vomiting
9138,NCT01521377,GSK,2011,12,Phase 1,100,Completed,"Pulmonary Disease, Chronic Obstructive"
9139,NCT00685750,GSK,2008,4,,219,Terminated,Lung Neoplasms
9140,NCT00044343,GSK,2002,9,Phase 2,80,Completed,Colorectal Neoplasms
9141,NCT00306696,GSK,2002,10,Phase 4,388,Completed,Diabetes Mellitus
9142,NCT00379730,GSK,2006,3,Phase 1,90,Completed,"Pulmonary Disease, Chronic Obstructive"
9143,NCT00353873,GSK,2005,11,Phase 4,506,Completed,Asthma
